Date,Contract,Units,$Volume,LowPrice,HighPrice,AvgPrice,LastPrice
02/02/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
02/03/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/03/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
02/04/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/04/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
02/05/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/05/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
02/06/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/06/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
02/09/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/09/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
02/10/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/10/15,UREP16_VS,0,0.000,0.000,0.000,,0.000
02/11/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/11/15,UREP16_VS,27,13.856,0.508,0.522,0.513,0.522
02/12/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/12/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/13/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/13/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/14/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/14/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/15/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/15/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/16/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/16/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/17/15,UDEM16_VS,0,0.000,0.000,0.000,,0.523
02/17/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/18/15,UDEM16_VS,20,10.510,0.525,0.526,0.526,0.526
02/18/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/19/15,UDEM16_VS,0,0.000,0.000,0.000,,0.526
02/19/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/20/15,UDEM16_VS,0,0.000,0.000,0.000,,0.526
02/20/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/21/15,UDEM16_VS,0,0.000,0.000,0.000,,0.526
02/21/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/22/15,UDEM16_VS,0,0.000,0.000,0.000,,0.526
02/22/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/23/15,UDEM16_VS,0,0.000,0.000,0.000,,0.526
02/23/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/24/15,UDEM16_VS,0,0.000,0.000,0.000,,0.526
02/24/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/25/15,UDEM16_VS,0,0.000,0.000,0.000,,0.526
02/25/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/26/15,UDEM16_VS,0,0.000,0.000,0.000,,0.526
02/26/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/27/15,UDEM16_VS,0,0.000,0.000,0.000,,0.526
02/27/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
02/28/15,UDEM16_VS,0,0.000,0.000,0.000,,0.526
02/28/15,UREP16_VS,0,0.000,0.000,0.000,,0.522
